tanggal,waktu,username,quote_count,reply_count,retweet_count,favorite_count,steming_data,translated_steming_data,sentiment_polarity,sentiment,translate
Sat Apr 27,09:11:05,Zieitsme_,0,1.0,0,0,arb buk anies rasyid baswedan,ARB BUK ANIES RASYID BASWEDAN,0.0,negatif,
Sat Apr 27,08:46:25,Simanjunta9Nico,0,2.0,1,2,kalkulasi politik andai anies rasyid baswedan oposisi masuk perintah bilang partai nasdem pkb pks khianat kader menteri prabowogibran,Political Calculation If Anies Rasyid Baswedan Opposition entered the order to say the PKB PKB NasDem Party Khianat Cadre Minister Prabowogibran,0.0,negatif,
Sat Apr 27,07:00:01,radaraktual,0,0.0,0,0,desak rawan anies rasyid baswedan bikin partai politik modal tokoh,Urged prone to Anies Rasyid Baswedan to make capital political parties,0.0,negatif,
Sat Apr 27,05:56:19,HelfiaNilChalis,0,0.0,0,1,sampai anies rasyid baswedan tanggal april selamat jalan amanat konstitusi,until Anies Rasyid Baswedan on April Goodbye Mandate Constitution,0.0,negatif,
Sat Apr 27,03:20:21,posaktualcom,0,0.0,0,0,kalkulasi politik andai anies rasyid baswedan oposisi masuk perintah,Political Calculation If Anies Rasyid Baswedan Opposition Entering Orders,0.0,negatif,
Sat Apr 27,02:59:02,Shofia_Labora,0,0.0,2,2,lawan sih nama anies rasyid baswedan,opponent the name Anies Rasyid Baswedan,0.0,negatif,
Fri Apr 26,11:00:05,AmandaAdeliaNa1,0,0.0,0,0,nama anies rasyid baswedan al yamani,Name Anies Rasyid Baswedan Al Yamani,0.0,negatif,
Fri Apr 26,09:26:40,Simanjunta9Nico,0,0.0,0,0,geger rawan usul anies rasyid baswedan bentuk partai politik,Geger prone to proposal Anies Rasyid Baswedan Forms of Political Parties,0.0,negatif,
Fri Apr 26,08:50:22,RepelitaO,0,0.0,0,0,breaking news geger rawan usul anies rasyid baswedan bentuk partai politik,Breaking News Geger Prone to Proposed Anies Rasyid Baswedan Forms of Political Parties,0.0,negatif,
Fri Apr 26,07:06:14,OposisiCerdas,3,25.0,52,205,geger rawan usul anies rasyid baswedan bentuk partai politik,Geger prone to proposal Anies Rasyid Baswedan Forms of Political Parties,0.0,negatif,
Fri Apr 26,05:23:30,LauHamzah,0,0.0,0,0,anies rasyid baswedan harap andal sebahagian rakyat indonesia,Anies Rasyid Baswedan hopes reliably as the Indonesian people,0.0,negatif,
Fri Apr 26,03:45:38,posaktualcom,0,0.0,0,0,geger rawan usul anies rasyid baswedan bentuk partai politik,Geger prone to proposal Anies Rasyid Baswedan Forms of Political Parties,0.0,negatif,
Fri Apr 26,03:40:00,democrazymedia,14,77.0,168,748,geger rawan usul anies rasyid baswedan bentuk partai politik,Geger prone to proposal Anies Rasyid Baswedan Forms of Political Parties,0.0,negatif,
Thu Apr 25,15:45:10,MwDien10082003,0,0.0,0,2,anies rasyid baswedan berlian sinar mana,Anies Rasyid Baswedan where is the ray,0.0,negatif,
Thu Apr 25,12:43:12,MawLanaHasaNah,0,0.0,0,0,masuk otak mardani ali sera anies rasyid baswedan,Entering the brain of Mardani Ali Sera Anies Rasyid Baswedan,0.0,negatif,
Thu Apr 25,11:39:38,Simanjunta9Nico,0,0.0,1,4,politik anies rasyid baswedan anies baswedan puji patriot anies baswedan percaya kembali jaga nilainilai demokrasi pimpin indonesia,Politics Anies Rasyid Baswedan Anies Baswedan Puji Patriot Anies Baswedan Re -Believe in the values of Indonesian leadership democracy,0.0,negatif,
Thu Apr 25,11:23:25,Khayyan2mone,0,0.0,0,1,tetapbersamamu anies rasyid baswedanmelakukan ubah,Staying for You Anies Rasyid Baswedan Change,0.0,negatif,
Wed Apr 24,23:42:10,Udyiana1,0,0.0,1,0,alhamdulillah wa syukrulillah we stand with anies rasyid baswedan,Alhamdulillah wa syukrulillah we stand with anies rasyid baswedan,0.0,negatif,
Wed Apr 24,14:46:36,Ahmadwafqi1,0,0.0,0,13,aku mengkomfermasi curang bpk anies rasyid baswedan,I Comfer Cheating Bpk Anies Rasyid Baswedan,0.0,negatif,
Wed Apr 24,12:45:08,HendroPR,0,0.0,2,27,anies rasyid baswedan ubah,Anies Rasyid Baswedan Change,0.0,negatif,
Wed Apr 24,12:01:00,Mayapada0812,7,19.0,69,201,republik pimpin dorong mecet bongkar buntu mangkas benalu tarung lunas janji anies rasyid baswedan negarawan edisi mancing kampret mania,The Republic is led by a traffic jam and unloading on the Benalu Tarung Paunty Promise Anies Rasyid Baswedan Statewear Edition of the Kampret Mania fishing edition,0.0,negatif,
Wed Apr 24,07:04:38,AiniDND,0,0.0,0,2,moga anies rasyid baswedan sehat tom lembong amin tim amin,Moga Anies Rasyid Baswedan Sehat Tom Lembong Amin Amin Team,0.0,negatif,
Wed Apr 24,05:17:11,HukumOnline,0,0.0,2,3,mahkamah konstitusi tolak dalil mohon perkara selisih hasil pilih presiden wakil presiden phpu pilpres mohon anies rasyid baswedanmuhaimin iskandar pranowomoch,"The Constitutional Court Refuses the Dalil Requires the difference in the difference in the results of the Vice President PHPU Presidential Pilpres, ask Anies Rasyid Baswedanmuhaimin Iskandar Pranowomoch",0.0,negatif,
Wed Apr 24,05:12:51,ThamrinCarolina,0,0.0,0,0,dear sir can lu call mr anies rasyid baswedan,Dear Sir Can Lu Call Mr Anies Rasyid Baswedan,0.0,negatif,
Wed Apr 24,01:52:52,AfnanDannie,0,0.0,0,0,anies rasyid baswedan,Anies Rasyid Baswedan,0.0,negatif,
Wed Apr 24,01:22:39,AfnanDannie,0,0.0,0,0,anies rasyid baswedan,Anies Rasyid Baswedan,0.0,negatif,
Tue Apr 23,23:06:27,SammiSoh,1,14.0,21,69,jelas ceo google anies gubernur bodoh dunia algoritma google bodoh lekat nama h anies rasyid baswedan mpp phd subjek mmiliki titel si bodoh alamiah amp tarik simpati bodoh dekat,clear CEO Google Anies Stupid Governor World Algorithm Google Stupid Stupid Name H Anies Rasyid Baswedan MPP PHD Subject Mmd Having the title of the stupid natural amp withdraw stupid sympathy close,-0.4958333333333332,negatif,
Tue Apr 23,11:47:34,DedeKus71022790,0,0.0,0,1,anies rasyid baswedan masuk urus partai pks anggota pkas allahu akbar,Anies Rasyid Baswedan entered the PKS PKS Party PKAS ALLAHU AKBAR,0.0,negatif,
Tue Apr 23,11:21:39,PutunMy,0,1.0,0,0,kelar anies rasyid baswedan cak imin kasih selamat presiden wakil presiden pilih,After Anies Rasyid Baswedan Cak Imin Kasih Congratulations President Vice President Choose,0.0,negatif,
Mon Apr 22,00:06:16,juli_indrianto,0,0.0,0,3,bismillah kun fayakun anies rasyid baswedan presiden republik indonesia amin,Bismillah Kun Fayakun Anies Rasyid Baswedan President of the Republic of Indonesia Amin,0.0,negatif,
Sun Apr 21,19:03:07,Cawapres_Juling,0,0.0,0,0,salah habib riziek shihab h anies rasyid baswedan orang patut dieprsalahkan apa buruk negara perintah mah suci cela hahahasu,Wrong Habib Rizieq Shihab H Anies Rasyid Baswedan people deserve to blame what is bad the state of the Holy Holy Order Hahahasu,-0.5999999999999999,negatif,
Sun Apr 21,00:34:44,kismanolo184554,0,3.0,0,0,masya allah subhanallah ya allah segera anugerah pimpin presiden wakil presiden istikamah amanah jalan engkau hendak ridhoi rindu anies rasyid baswedan amp abdul muhaimin iskandar amn amn ya rabbal alamin,Masya Allah Subhanallah O Allah immediately awarded the President of the President Vice President Istikamah Amanah Jalan You want to Ridhoi Rindu Anies Rasyid Baswedan Amp Abdul Muhaimin Iskandar Amn Amn Ya Rabbal Alamin,0.0,negatif,
Sat Apr 20,08:18:27,muchdhor53,1,0.0,0,0,rakyat sumut amp aceh jadi abah anies rasyid baswedan gubernur wilayah mungkin jadi presiden umur hidup wilayah landas syariat islam takbiiirrr,"The people of North Sumatra AMP Aceh became Abah Anies Rasyid Baswedan, the Governor of the Region may be the president of the lives of the Life of the Islamic Sharia TakbiIRRRRRRRRRRRRRR",0.0,negatif,
Sat Apr 20,02:37:03,dwi_cahyonod,0,0.0,0,0,tenang nder anies rasyid baswedan presiden ri inshaa allah,About Dr. Anies Rasyid Baswedan President of the Republic of Indonesia Insya Allah,0.0,negatif,
Thu Apr 18,14:05:41,KowuLaode341884,0,0.0,0,0,moga allah ijabahi anies rasyid baswedan mjd riaamiin,Hope Allah Ijabahi Anies Rasyid Baswedan MJD Riaamiin,0.0,negatif,
Thu Apr 18,11:47:45,Sima1Syaifuddin,0,0.0,0,0,denagi politis indonesia abah anies rasyid baswedan,Denagi Political Indonesia Abah Anies Rasyid Baswedan,0.0,negatif,
Thu Apr 18,04:25:55,DahrinOde,0,0.0,0,0,anies rasyid baswedan non pribumi etnis arab totok hapus peta politik nasional lokal indikasi politis bahaya buruk etnis arab dahulu aidit habaib,Anies Rasyid Baswedan Non -Indigenous Arabic Arabic Ethnic Totok Removes Local National Political Map Indications Political Dangers Bad Arabic Ethnic First Aidit Habaib,-0.0899999999999999,negatif,
Thu Apr 18,01:57:23,KEANU2749717,0,0.0,1,19,gwah suruh pilih gwah pilih anies rasyid baswedanfix no debat,I told me to choose Gwah Choose Anies Rasyid Baswedanfix No Debate,0.0,negatif,
Wed Apr 17,17:04:48,ifir_21,0,0.0,0,0,anies rasyid baswedanmuhaimin iskandar lantik presidenwakil presiden republik indonesia lu periode,Anies Rasyid Baswedanmuhaimin Iskandar Inaugurated Presidentwakil President of the Republic of Indonesia LU Period,0.0,negatif,
Wed Apr 17,16:35:35,marwanzaym,0,0.0,0,0,lihat video anies rasyid baswedan tiktok,See Anies Rasyid Baswedan Tiktok's video,0.0,negatif,
Wed Apr 17,15:40:21,mnwishful,0,0.0,0,0,ar baswedan anies rasyid baswedan,Ar Baswedan Anies Rasyid Baswedan,0.0,negatif,
Wed Apr 17,15:06:03,Nataigama,0,1.0,0,0,wkwkwk anies rasyid baswedan,Wkwkwk Anies Rasyid Baswedan,0.0,negatif,
Wed Apr 17,11:25:50,2njiaxu,0,0.0,0,0,suka anies rasyid baswedan bjir,Like Anies Rasyid Baswedan Bjir,0.0,negatif,
Wed Apr 17,02:24:40,BudiWaludin,0,0.0,0,0,gila otak mana anies rasyid baswedan calon presiden ri amin,Crazy Brain Where Anies Rasyid Baswedan Candidate for Indonesian President Amin,-0.6,negatif,
Tue Apr 16,14:16:14,sisilssi,0,0.0,0,0,anies rasyid baswedan huruf b ya kandung unsur bucin,Anies Rasyid Baswedan Letter B Ya Kandung Bucin element,0.0,negatif,
Tue Apr 16,01:14:44,bbjkdj4,0,1.0,0,0,pengaruh anies rasyid baswedan,the influence of Anies Rasyid Baswedan,0.0,negatif,
Mon Apr 15,06:21:32,HaslindaLathief,0,0.0,0,0,suara anies rasyid baswedan loh,Anies Rasyid Baswedan's voice,0.0,negatif,
Sun Apr 14,16:45:29,kismanolo184554,0,0.0,0,0,temu sapa surya paloh tum partai indonesia raya buah hasil jabat menteri surya paloh berhianat rakyat anies rasyid baswedan,Gathering Sapa Surya Paloh Tum Indonesia Raya Party Fruit from the Minister of Surya Paloh Paloh Out of People Anies Rasyid Baswedan,0.0,negatif,
Sun Apr 14,16:30:47,kismanolo184554,0,0.0,0,0,tau fahami sdra ahy masyarakat pilih anies rasyid baswedan pilgub dki partai usung ya anies integritas pribadi anies anggota parpol mana beda ambisi turun,"Know that SDRAH AHY people choose Anies Rasyid Baswedan Pilgub DKI Party of the party, Anies, Anies Personal Integrity Anies Members",0.0,negatif,
Sun Apr 14,13:12:17,MRachmat24165,0,0.0,0,0,mantap anies rasyid baswedan selamat bangsa indonesia,Mantap Anies Rasyid Baswedan Congratulations Indonesian Nation,0.0,negatif,
Sun Apr 14,08:00:06,ifir_21,0,0.0,0,9,harap anies rasyid baswedan,Hope Anies Rasyid Baswedan,0.0,negatif,
Sun Apr 14,02:54:53,Budiady5,6,74.0,223,1240,salam ubah indnesiaku insya allah haji anies rasyid baswedan presiden republik indnesia,Greetings Change Indnesaku Insya Allah Hajj Anies Rasyid Baswedan President of the Republic of Indonesia,0.0,negatif,
Sat Apr 13,12:25:45,perosperow,0,1.0,0,2,tulis susun rapi diksi orang sentuh isi pesan tulis panutan anies rasyid baswedan,Write neatly touched the touch of the contents of the writing message Anies Rasyid Baswedan,0.0,negatif,
Sat Apr 13,08:01:05,zulfans171,0,0.0,0,3,anies rasyid baswedan,Anies Rasyid Baswedan,0.0,negatif,
Sat Apr 13,07:38:43,eodna,0,0.0,0,0,imam mahdi jawab doa imam mahdi kaleng nama anies rasyid baswedan,Imam Mahdi Answering the prayer of Imam Mahdi can the name of Anies Rasyid Baswedan,0.0,negatif,
Sat Apr 13,05:27:27,_hanmus_,0,2.0,0,1,anies rasyid baswedan has enter the blokecore scene,Anies Rasyid Baswedan Has Enter The Blokecore Scene,0.0,negatif,
Sat Apr 13,05:22:25,MawLanaHasaNah,0,0.0,0,0,statement akan aku batas sampah sulit bukti lalat bunga harum sampah salam ubah dukung anies rasyid baswedan,The statement will be the Limit of Garbage Difficult Evidence of Fragrant Flower Flower Flower Greetings Change Support Anies Rasyid Baswedan,-0.5,negatif,
Sat Apr 13,04:51:17,Sugiyan17866402,0,0.0,0,0,lihat video anies rasyid baswedan tiktok,See Anies Rasyid Baswedan Tiktok's video,0.0,negatif,
Fri Apr 12,16:20:53,DahrinOde,0,0.0,0,1,jajah etnis arab totok eci lai riset the colonies of nations akibat amandemen uud cabut daulat negara bagi bangsa untung anies rasyid baswedan non pribumi etnis arab totok kalah pilpres,Totok Arab Ethnic Jajah Eci Lai Research The Colonies of Nations Due to the Amendment to the Constitution of the State Daulat for the Untung Nation Anies Rasyid Baswedan Non Indigenous Arab Ethnic Totok lost the presidential election,-0.125,negatif,
Fri Apr 12,14:29:26,j_zamhari,0,0.0,0,0,nama anies rasyid baswedan sih manusia salah dukung jakarta polusi salah angin jakarta banjir salah curah hujan jakarta miskin salah pusat,"the name Anies Rasyid Baswedan, humans, the misunderstanding of Jakarta, the pollution of the wind, the wind Jakarta, the flood of the Jakarta Poor rainfall",-0.4,negatif,
Fri Apr 12,13:14:19,YulPetet,0,0.0,0,1,anggota dpd ri kunjung silaturahim rumah anies rasyid baswedan,DPD RI member visit Anies Rasyid Baswedan's house,0.0,negatif,
Fri Apr 12,12:29:22,BelengFull,0,0.0,0,0,iya jatuh anies rasyid baswedan menang kpu alibaba percaya,"Yes, Anies Rasyid Baswedan won the KPU Alibaba believed",0.0,negatif,
Fri Apr 12,07:30:09,ganies04,0,0.0,0,0,yaaallah lelaki spek anies rasyid baswedan tolong,yaaallah man spec Anies Rasyid Baswedan help,0.0,negatif,
Fri Apr 12,04:14:34,YawanMul23956,0,0.0,0,0,sebut anies rasyid baswedan wan yaman wan abud wan angin dllnya sebut benci otak zionisme puja zionis israel,Call Anies Rasyid Baswedan Wan Yemen Wan Abud Wan Wind etc. Call hate the brain of Zionism of Israel Zionist Puja,-0.35,negatif,
Fri Apr 12,04:09:40,YawanMul23956,0,0.0,0,0,benci anies rasyid baswedan orangorang kontaminasi ilmu dungu politik islamopobhia global,Hate Anies Rasyid Baswedan People Contamination of Stupid Political Islamopobhia Global,-0.4,negatif,
Thu Apr 11,12:15:00,CNNIDdaily,0,0.0,0,0,anies rasyid baswedan apresiasi perempuan indonesia turut peran raya idul fitri anies acara open house diam pribadi kawasan lebak bulus jakarta selatan rabu sore,Anies Rasyid Baswedan Appreciation of Indonesian Women's Women Also The Role of Idul Fitri Anies Anies Open House Silent Silent Settle,0.0,negatif,
Thu Apr 11,02:00:00,officialinews_,0,1.0,0,0,eks gubernur dki jakarta anies rasyid baswedan gelar open house diam,former DKI Jakarta Governor Anies Rasyid Baswedan Holds Open House Silence,0.0,negatif,
Thu Apr 11,00:58:00,Bang_Jiban,0,0.0,0,2,aku anies rasyid baswedan presiden pilih,I'm Anies Rasyid Baswedan President Choose,0.0,negatif,
Wed Apr 10,04:08:24,EHayatun,0,0.0,0,0,mal aidin wal faidzin mohon maaf lahir bathin bpk anies rasyid baswedan serta keluarga tasikmalaya,Minal Aidin Wal Faizin apologize physically and mentally Mr. Anies Rasyid Baswedan and the Tasikmalaya family,-0.05,negatif,
Tue Apr 09,17:03:03,Sandika13056352,0,0.0,0,0,orang anies rasyid baswedan orang jahat koruptor hambur uang rakyat kampanye anak orang jahat pasca putus,Anies Rasyid Baswedan Evil People Corruptors Hamplay People's Money Campaign Children of Bad people after breaking up,-0.8499999999999999,negatif,
Tue Apr 09,12:54:21,yaniarsim,6,32.0,328,1052,taqoballohu mina waminkum taqoballohu iya karim barakallah fikum dunia butuh orang orang pura anies rasyid baswedan,taqoballahu minna waminkum taqoballahu ya karim barakallahu fiikum world needs people pretending to Anies Rasyid Baswedan,0.0,negatif,
Tue Apr 09,07:14:44,bettencourtkid,0,0.0,0,0,maaf dukung pdip lanjut hak angket anies rasyid baswedan for presiden ri periode,Sorry to support PDIP further Right to the questionnaire Anies Rasyid Baswedan for the President of the Republic of Indonesia,-0.0714285714285714,negatif,
Tue Apr 09,01:36:37,kasim_indo68387,0,1.0,0,1,yes dukung anies rasyid baswedan presiden republik indonesia,Yes Supports Anies Rasyid Baswedan President of the Republic of Indonesia,0.0,negatif,
Thu Apr 04,00:11:20,Anita65219720,0,0.0,0,1,komitmen anies rasyid baswedan,Anies Rasyid Baswedan's commitment,0.0,negatif,
Wed Apr 03,15:23:35,dwi_cahyonod,0,0.0,0,0,anies rasyid baswedan syaa allah lantik presiden ri allahu akbar,Anies Rasyid Baswedan Syaa Allah Inaugurated the President of the Republic of Indonesia ALLAHU AKBAR,0.0,negatif,
Tue Apr 02,17:59:58,123Histori11382,0,0.0,0,0,ayo baser suka kebal bohong anies rasyid baswedan presiden,Come on Baser likes to lie Anies Rasyid Baswedan President,0.0,negatif,
Tue Apr 02,17:58:14,123Histori11382,0,0.0,1,0,ayo baser suka kebal bohong anies rasyid baswedan presiden ri,Come on the Baser likes to lie Anies Rasyid Baswedan President of the Republic of Indonesia,0.0,negatif,
Tue Apr 02,16:22:41,blebiuokami,1,0.0,0,9,stan anies rasyid baswedan,STAN ANIES RASYID BASWEDAN,0.0,negatif,
Tue Apr 02,12:50:38,kaylafardhan,0,0.0,0,0,rakyat indonesia ambisi republik indonesia nahkoda abah cakimin lihat video anies rasyid baswedan tiktok,Indonesian People Ambition of the Republic of Indonesia Nahkoda Abah Cakimin See Anies Rasyid Baswedan Tiktok Video,0.0,negatif,
Tue Apr 02,09:15:41,MRachmat24165,0,0.0,0,1,najis haram binatang kau lihat rekam jejak ya anies rasyid baswedan kakek juang merdeka goblok hati orang orang non muslim,unclean animals you see the track record of ya anies rasyid baswedan grandfather's foolish foolish hearts of non -Muslim people,0.0,negatif,
Tue Apr 02,04:53:25,DonaDon999,0,1.0,0,0,mohon pasang capres cawapres nomor urut anies rasyid baswedan abdul muhaimin iskandar pasang capres cawapres nomor urut prabowopilihanrakyat,Please install the vice presidential candidate for the serial number Anies Rasyid Baswedan Abdul Muhaimin Iskandar Installing the Presidential Candidate Candidate Number Prabowopilirakyat,0.0,negatif,
Mon Apr 01,23:24:32,baraja_d,0,0.0,2,1,butuh ubah nyata program capres anies rasyid baswedan,Need to change the Candidate Program Anies Rasyid Baswedan,0.0,negatif,
Mon Apr 01,15:04:02,AnggaSyamsul,0,0.0,1,0,takut anies rasyid baswedan presiden korupsi buzzer guna takut moga amin presiden wapres ri amin yra,afraid of Anies Rasyid Baswedan President of Corruption Buzzer to be afraid,-0.6,negatif,
Mon Apr 01,13:47:31,Sima1Syaifuddin,0,0.0,0,1,gagas ide abah anies rasyid baswedan,Gagas Idea Abah Anies Rasyid Baswedan,0.0,negatif,
Mon Apr 01,13:05:54,yogya_serviceAC,0,0.0,0,4,indonesia untung anies rasyid baswedan coba bayang ribetnya ampun puluh,Indonesia Untung Anies Rasyid Baswedan Trying to Shadow Fiber,0.0,negatif,
Mon Apr 01,12:33:34,DahrinOde,0,0.0,0,0,dukung prabowogibran nasionalisme dukung anies rasyid baswedan non pribumi etnis arab totok asli jilat bangsa asimg turun arab yaman jajah mental deformatif puja jajah,Supports Prabowogibran Nationalism Supports Anies Rasyid Baswedan Non -Indigenous Arabic Arabic Totok native to the nation of Asimg down Arabic Yemen Mental Deformative Puja Jajah,-0.1277777777777778,negatif,
Sun Mar 31,16:22:15,baraja_d,0,0.0,0,1,nih dengar nyinyir anies rasyid baswedan,here hear Anies Rasyid Baswedan,0.0,negatif,
Sun Mar 31,15:58:48,dwi_cahyonod,0,0.0,0,0,catat sejarah buzzerp musnah indonesia lantik presiden anies rasyid baswedan syaa allah,Record the history of Buzzerp Indonesia inaugurated President Anies Rasyid Baswedan Syaa Allah,0.0,negatif,
Sun Mar 31,03:35:26,SidiqGhofur,0,0.0,0,0,rekam jejak anies rasyid baswedan wawancara negara tien soeharto layak pimpin indonesia,Anies Rasyid Baswedan's track record of Tien Soeharto's State Interview Deserves Indonesia,0.0,negatif,
Sat Mar 30,20:04:51,HardiyanTanai,0,0.0,0,1,kuat rakyat marah bilamana negeri pimpin anies rasyid baswedan,Strong people are angry when the country leads Anies Rasyid Baswedan,-0.0333333333333333,negatif,
Fri Mar 29,21:54:06,fendiazra1,0,0.0,0,0,bismillahitawakkaltu alallah laahaulaawalakuwata illabillah anies rasyid baswedan presiden ri,Bismillahi Tawakkaltu Alallah Lahaula Walakuata Illabillah Anies Rasyid Baswedan President of the Republic of Indonesia,0.0,negatif,
Fri Mar 29,14:28:18,Aziz_hijr04,0,0.0,0,0,makelar naga patungan kumpul duitnye rpt ngejegal pakanies rasyid baswedan mahal harga pakanies rasyid baswedan makelar aseng rela keluar duit ntu,Makanggawan Dragon Dragon Dragon Dragon Gathering RPT RPT Tending Pakanies Rasyid Baswedan Expensive Price of Pakanies Rasyid Baswedan Makor Aseng Seliger Money,-0.5,negatif,
Fri Mar 29,12:15:54,LeaRamdhan,0,0.0,0,0,orasi reng sampang madura jakartasiap sembelih preman bangsat hina bpkanies rasyid baswedanmadura,Orasi Reng Sampang Madura Jakarta Slaughter of Hina Bakkanies Bakkanies Rasyid Baswedanmadura,0.0,negatif,
Fri Mar 29,02:15:02,123Histori11382,0,0.0,0,0,hak curang cuman anies rasyid baswedan presiden ri,Cheating Rights Only Anies Rasyid Baswedan President of the Republic of Indonesia,0.0,negatif,
Thu Mar 28,06:36:06,DonaDon999,0,1.0,0,0,pasang caprescawapres nomor urut anies rasyid baswedan muhaimin iskandar amin daftar mohon sengketa phpu presiden wakil presiden kamis maret prabowopilihanrakyat,Install the Presidential Candidate for Presidential Number Anies Rasyid Baswedan Muhaimin Iskandar Amin List of PHPU Disputes President Vice President March March,0.0,negatif,
Thu Mar 28,03:30:10,estetikbook,0,1.0,3,17,tiga kali ajar gambar tab putus gambar anies agent of change anies rasyid baswedan,Three times Teaching Pictures of Tab Disconnect Anies Agent of Change Anies Rasyid Baswedan,0.0,negatif,
Thu Mar 28,03:00:02,HukumOnline,0,1.0,4,11,rampung sidang mohon sengketa perkara oleh hasil pilih phpu mohon anies rasyid baswedanmuhaimin iskandar amin gedung,Completed the trial asking for a case dispute by the results of the PHPU selecting Anies Rasyid Baswedanmuhaimin Iskandar Amin Building,0.0,negatif,
Wed Mar 27,03:07:56,dzul_haq5,0,0.0,0,25,moga sidang kali inspirasi pimpin kedap anies rasyid baswedan,I hope the trial of the inspiration to lead Anies Rasyid Baswedan's impermeable,0.0,negatif,
Wed Mar 27,02:36:36,lensaRTV,0,1.0,0,0,anies rasyid baswedan baca langsung gugat aju rabu pagi calon presiden nomor urut klaim pilih presiden februari adil turut intervensi kuasa proses pilih milu,Anies Rasyid Baswedan Read directly on Wednesday morning Presidential Candidate Candidate Candidate claims to choose president of February Fail helped intervention in the process of selecting MILU,-0.2,negatif,
Tue Mar 26,23:49:24,RusliMarzuki4,0,0.0,0,0,perang anak bangsa praktek instrumen kerah bayi nepo mengahadapi anies rasyid baswedan keluarga takut penjara,War of Children of the Nation Practice Nepo Baby Collection Affairs face Anies Rasyid Baswedan Family Afraid of Prison,-0.6,negatif,
Tue Mar 26,22:29:30,YAPSKH72,0,0.0,0,0,hasil oleh suara milu presiden wakil presiden anies rasyid baswedan abdul muhaimin iskandar,the results by the vote of President Vice President Anies Rasyid Baswedan Abdul Muhaimin Iskandar,0.0,negatif,
Tue Mar 26,21:42:50,DuduRobot,0,0.0,0,0,politik identitas the one and only anies rasyid baswedan,Politics of the identity of The One and Only Anies Rasyid Baswedan,0.0,negatif,
Tue Mar 26,21:19:19,YawanMul23956,0,0.0,0,1,benci anies rasyid baswedan nyata industri islamopobhia,Hate Anies Rasyid Baswedan Real Islamopobhia Industry,-0.3,negatif,
Tue Mar 26,16:16:19,NSaharsojo27036,0,0.0,0,0,kumpul kalah orang anies rasyid baswedan,Gathering Lose Anies Rasyid Baswedan,0.0,negatif,
Tue Mar 26,14:12:12,RustiaElly98508,0,0.0,0,1,pikir cristiano ronaldo messi manusia mahal dunia e abah anies rasyid baswedanwkwkwk,"thought Cristiano Ronaldo Messi, the expensive human world e Abah Anies Rasyid Baswedanwkwkwk",-0.25,negatif,
Tue Mar 26,13:11:17,hadijah2007,0,0.0,0,0,betuuulll banget visi misi julid anies rasyid baswedan titik,Betuuulll is so vision and mission of Julid Anies Rasyid Baswedan Titik,0.0,negatif,
